ID,Sentence
285,ಮನ ಕಿಂಚೆತಿ ಬರಾರಿ ಜಕೊಣ ವಾಟೆನ ಚಾಲೆನ ವೆನಿ 
286,ವೊ ಗರೆತಿ ಧುಂವ ಆರೊ ಜೆನ ಮ ದೆಖರೊತೊ
287,ಮನ ಕಾಯಿಕೊ ಬಳಮೆಲಿ ಜಕೊಣ ವಾಸಣಿ ಆರಿಚ
288,ಮನ ದೂರೆತಿ ಮಲ್ಲಿಗೆ ಪೂಲೆರ ವಾಸಣಿ ಆರಿಚ
289,ಮ ಸಾರಿ ನಂದಿ ಪೇರ ಸಕುಚು
290,ಮ ಪಾಣಿಮಾಯಿ ಠೀಕ ಪೇರುಚು
291,ಮನ ಸಳ್ಕಮ ಚ
292,ಆಜ ರಾತ ಮನ ಕುಣಸಿ ನಕ್ಷತ್ರ ದಿಸಾಯಿ ಕೊನಿ
293,ಮ ಕಾಲೆನ ಶಾಲಿನ ಗೊಕೊನಿ
294,ಮ ಬಡಗ್ಯಾನ ವಾತೆ ಕರಾಯಿಕೊನಿ
295,ಮ ತಾರ ಸೆಮಾನುತಿ ರಮ್ಮೊ
296,ಮ ಬೊಟಿ ಖಾವುನಿ
297,ಮ ಶಾಲಿನ ಜಾವುನಿ
298,ಚೊರಿ ವೆಮೆಲಿ ಜಕೊಣ ಮನ ಕಾಯಿ ಮಾಲಮ ಚೆನಿ
299,ತು ಅತ್ತ ಆವ ಜಕೊಣ ಮನ ಇಷ್ಟಾ ಚೆನಿ
300,ಮಾರ ಗೊಣ್ಣಿನ ಮ ಪ್ರೀತಿ ಕರುನಿ
301,ಮ ಭಿಜಾಯಿತೊಬಿ ಚಾಲಚ
302,ಮ ರಾತ ಸೊವುನಿ
303,"ವು ಮನ ಇಷ್ಟಾ ಪಡಚ ಕಾಯಿ ಚೆನಿ, ಮನ ಮಾಲಮ ಛೆನಿ."
304,ಮ ಮಾರ ಆಂಗಳಿನ ಕತ್ತರೆನ  ಇಷ್ಟಾ ಛೆನಿ.
305,ಮ ಜಗ್ಗೆತಿ ಪಾಣಿ ಪಿದೊ
306,ಮರಮೆಲೊ ಜಕೊಣ ಕುತರಾ ಸಾರು ಮ ಖಾಡ ಖೊತರೊ
307,ರಾತ ಅಂಗೊಳೊ ಆವಚಕನ ಮನ ಚಮಕಣಿ ಚ
308,ಮನ ಗಿದಗಾನು ಜಿಂವ ವೆರಿಚ
309,ಆಜೆರ ರಾತ ಮನ ಗರಮಿ ಲಾಗರಿತಿ
310,ಮನ ಜಲ್ದಿ ನಿಂದ ಆವಚ
311,ಖಬರ ಸಾಮಳೆನ ಮನ ಖುಷಿ ವಿ
312,ಮ ನಂಗಾವಣೆಮ ನುಣ ಗಾಲೆರ ಬುಲ ನಾಕೊಚು
313,ಮ ಹಟ್ ಕಿದೊ ಜೆ ಚೊರಾನ ಮಸ್ತ ಮಾರೊಚು
314,ಮ ರಾತ ಲೆಟವೆನ ಸೊವುಚು
315,ಮ ಸೆಮಾನ ಖರಿದಿ ಕರೆನ ಹಾಟೆನ ಜಾವುಚು
316,ಮನ ಏಕ ಆಚೊ ಸಾಡೊ ಗಿಪ್ಟ ಮಳೊಚ
317,ಮನ ಪತ್ರಾ ಲಖಲಖನ ಬ್ಯಾಸರ ವೆಗಿಚ
318,ಮನ ಪತ್ರಾ ಲಖಲಖನ ಬ್ಯಾಸರ ವೆಗಿಚ
319,ಮ ಖೆತೆಮಾಯಿ ಕಾಮ ಕರನ ಮಾರ ಹಾತ ಗಣ ಹೊಲಸ ವೆಮೆಲೆಚ
320,ಮಾರ ಆಂಕಿಮಾಯಿ ಸ್ವಲ್ಪ ಉಸಕ ಜಾಮೆಲಿಚ
321,ಮ ಅರಾಮ ತಪ್ಪಗೊ ಜೆರ ಪಚ್ಚ ಮ ಸುಖಾಗೊ
322,ಮ ನಂದಿರ ಕನಜ ಮೊಟೊ ವಿಯೊಚು
323,ಮ ಆಜ ಸ್ವಲ್ಪ ಛಾವಳ ಖಾದೊ
324,ಈ ಹೊಲಸ ಕಾಮ ಕರೆನ ಇಷ್ಟಾ ಚೆನಿ
325,ಲಾಬಾಡಿ ಕರಜಕೊಣ ಮಾಣಸುನ ಮ ದ್ವೇಷ ಕರುಚು
326,ಮನ ತಾವ ಚ
327,ತೊನ ಕೆನ ಮ ಏಕ ಆಚ ಖಬರ ಲಾಯೊಚು
328,"ಮನ, ದಡಿಯಾ ಮಾಯಿ ಗರಚ."
329,ಮಾರ ಧಾಯಿ ರಾತಡೊ ಸಾಡೊ ಚ
330,ಮಾರಧಾಯಿ ಚೊರಿ ವೆಮೆಲಿಜೆರ ಸ್ವಲ್ಪ ಮಾಹಿತಿ ಚ
331,ಮನ ಚಾರ ಕಾಕಿಯೋಚ
332,ಖಾಡಿಮಾಯಿ ಖಿಲಿ ಗಮಾಗಿಚ
333,ಮ ಪೆರೆರ ಶಿಖಲಿದೊಚು
334,ಮಾರಧಾಯಿ ಚೊರಿ ವೆಮೆಲಿಜೆರ ಸ್ವಲ್ಪ ಮಾಹಿತಿ ಚ
335,ಮ ಅಬೆ ಜಾನು
336,ಮಾರ ಧಾಯಿ ದಿ ಚಾಕು ನ ಎಕ ಸುತ್ತಗಿ ಚ
337,ಮ ವೊನ ಪತಂಗ ವರಾಡೆನ ಸಹಾಯ ಕಿದೊ
338,ಸಾವರ ಸೂರ್ಯ ಹುಟ್ಟಿದೆ ಕನ ಆಸೆ ಚ
339,ಮ ಜಲ್ದಿ ಅಂಗಾರ ಲಗಾಡೊ
340,ಮ ಜಾಡೆತಿ ಪಡನ ಹೆಟ ಜಮಿಪರ ಪಡಗೊ
341,ಕಳೆಕಳಾಯಿ ಬಾಜಿ ಪಾಲೆನ ಭಾರ ಫೆಖಾಯೆ
342,ಮ ಕೆಟ್ಟ ಕರಜೆ ಮಾಣಸುನ ಮಾರನಾಕುಚು
343,ಪೆಪರೆಮಾಯಿ ಕಾಯಿ ಲಖಮೆಲೆ ಚ ಮನ ಮಾಲಮ ಚ
344,ತು ಕಾಯಿ ಕೆರೊ ಜಕೊಣ ಮನ ಮಾಲಮ ಚ
345,ಮ ಲಾಂಬ ಜಾಡೆಯಂದುನ ಚಡೆನ ಇಷ್ಟಾ ಪಡು ಚು
346,ಮ ನಂದಿಮಾಯಿ ಮಾಚಳಿ ಪಕಡೆನ ಇಷ್ಟಾ ಪಡುಚು
347,ಮ ಕಾಮನ ಬಿಲ್ಲು ಪಡಮೆಲಜೆನ ದೆಖೆನ ಇಷ್ಟಾ ಪಡುಚು
348,ಮ ಅತಜ ರುಚು
349,ಮ ಮಾರ ನಾನ್ಯಕಾ ಭಾಯಿರ ಜೊಡಿ ರಮ್ಮೆನ ಇಷ್ಟಾ ಪಡುಚು
350,ಮ ಛಡಿನ ಸಾಪ್ ಕನ ಸಮಜೊತೊ
351,ಮನ ಸ್ವಲ್ಪ ಪಾಣಿ ಚಾವ
352,ಗೊಡಿನ ಥಾಮೆನ ಬಿದರೆರ ಲಕಡಿರ ದಿ ಖಂಬಾ ಚಾವ
353,ಮ ಕನ್ನಾಯಿಬಿ ತಮಾಕು ಖಾಯೆನ ಇಷ್ಟಾ ಪಡುನಿ
354,ಮಾರ ಕನ್ನ ಏಕಜ ಹಪ್ತಿ ತಮಾಕು ವೆತ್ತಿ
355,ಮ ಲೆಡಿ ಡಾಕ್ಟರೆನ ದೇಖಾಳೆನ ಬಯಸುಚು
356,ಮ ಮರಾಡಿನ ಮರ್ಯಾದಿ ದುಚು
357,ಮ ಗಾಯ ವೆಮೆಲೊಜೆ ಪರ ಮಲಾಮ ಗಸೊ
358,ಮ ಬೆಂಚೆಪರ ಬೆಟೊಚು
359,ಮ ಹೆಟ ಜಮಿಪರ ಬೆಸನ ಕಾಯಿಪಲ್ಯ ಕಾಟೊಚು
360,ಮ ಆಜ ರಾತ ಚಾಂದಾರ ವಜಾಳೊ ಪಡರೊಜೆನ ದಿಟೊ
361,ಮ ಕಾಳೊ ಸಾಡೊ ಪೆರಮೆಲಿ ಜಕೊಣ ಬಾಯಿಲೊಕುನ ದಿಟೊ
362,ಮ ವೊನ ಅಜೆಕ ದಾಡ ದಿಟೊ
363,ಲಾರೆರ ಮಿನಾಮಾಯಿ ವೊನ ಗಣೊ ಸಲಾ ದಿಟೊಚು
364,ಕಾಲೆನ ಮ ತೊನ ದಿಟೊಚು
365,ಮ ಕಾಲೆರ ರಾತ ಗಣೊ ಟಿಕ್ ನಿಂದ ಕಿದೊ
366,ಮ ಸಾರಿರಾತ ಸೊಗೊತೊ
367,ಮ ಕಾಲೆನ ರಾತ ಲೇಟವೆನ ಉಟೊ
368,ವು ಕಾಯಿ ಕೆನ ಬಯಸರೊಚ ಕನ ಅನಸರಿಚ
369,ಮಸಾಲೆಯಂದುನ ರುಬ್ಬೆರಜ ಠಿಖ ಕೆನ ಅನಸರಿಚ
370,ವು ಆಚ ಚೋರಿಕನ ಅನಸರಿಚ
371,ಎಕ ಛತ್ರಿ ಲೆರಜ ಆಚೊ ಕನ ಅನಸರಿಚ
372,ತು ಠೀಖ ಕರೊಚಿ ಕನ ಅನಸರಿಚ
373,ಮ ಚಲಕೊಡಿನ ಭಾಟಾ ಮಾರೊ
374,ಮ ಮಾರ ಬೋಟೆನ ಪೇಕಾಯೊ
375,ಮ ಕಳಮೆಳಿ ಜಕೊಣ ಕಾಯಿಪಲ್ಯ ನ ಭಾರ ಪೇಕಾಯೊ
376,ಮ ಗಾವಡಿನ ಜಾಡೆತಿ ಠೀಕಸ್ಯಾಗಿ ಭಾಂದೊಚು
377,ಭಾರ ಹಿಂಡೆನ ಮಾರ ಬೇಟಿನ ಬಲಾಲೆಗೊತೊ
378,ಮ ನಂದಿರ ದಂಡಿ ಹಿಂಡೊ
379,"ಮನ ರಾತಡೊ ಪೂಲ್ ಚಾವ, ಹಳದಿ ಕಾವ."
380,ಮ ಚಂದ್ರಲೋಕೆನ ಜಾನು
381,ಮ ಮಾರ ದೊಸ್ತೆಯಂದುರ ಜೊಡಿ ರಮ್ಮುಚು
382,ಮ ಬಾಯಿಲೋಕೆರ ಡಾಕ್ಟರೆನ ದೆಖನು
383,ಮನ ರೌಡಿಯೊ ಮಾರೆ
384,ಮನ ಗುಂಡಾವೊ ಗಣ ರಿಸೇತಿ ಮಾರೇಚ.
385,ಮ ಛತ್ರಿ ರತೋಬಿ ಬಿಜಾಗೊ
386,ಮ ಮಾರ ಜಿಗಲಾನ ದೋಯೊ
387,ಮ ಸೆ ಪಿಸ್ಸಾನ ಜೂಜ ರಮ್ಮೆಮಾಯಿ ಹಾಳಕರಲಿದೊಚು
388,ಮ ಚಾರವರಷೆರೊ ವೇತ್ತೊ ಜನಾ ವೊತ್ತ ಗೊತೊ
389,ಮ ಪಚ್ಚ ಆವುಚು
390,ಮ ತಾರ ಆಂಗ ಮರುಚು
391,ಮ ಮಾರ ಹಾತೆಪರೆರ ಧೂಳೆನ ಲುವುಚು
392,ತು ಮನ ಪುಚೊತೊ ಜಾವಾಳತೊ
393,ಮ ಮಾರ ಸ್ವಂತ ಗರ ಕರೆನ ಬಯಸುಚು
394,ಮ ತೊನ ಕನ್ನಾಯಿಬಿ ಮಾರುನಿ
395,ಮ ಮರುಚು ಆದ್ರ ತೊನ ಗಮಾಲುನಿ
396,"ವು ಮನ ಕ ಕನ ಕೊತೊ, ಸಾರಿ ಸಾಂಖಿಜ ಕುಚು"
397,ವು ಮನ ಪುಚೊ ಕತೊ ಸಾಂಖಿ ಕುಚು
398,"ವು ಜಲ್ದಿ ಆಯೊಕತೊ, ಲೇಟರ ದೆಖೆವಾಳತೊ"
399,ವೊನ ಆಯೆರ ವಚಕತೊ ಆನು
400,"ವು ಜಲ್ದಿ ಆಯೊಕತೊ, ಲೇಟರ ದೆಖೆವಾಳತೊ"
401,ವೊನ ವು ಶಿಖಾಯೆವತೊ ವೊನ ನೌಕರಿ ಮಳೆವಾಳತಿ
402,ವು ಶಿಖೊಕತೊ ವೊನ ನೌಕರಿ ಮಳೆವಾಳತಿ
403,"ವೊರ ವು ಕಾಟಲಿದಿಕತ್ತೊ, ಲೊಯಿ ಆವಚ."
404,ತು ಮಾರೊಕತೊ ಮ ರೋವುಚು
405,"ತು ಮನ ಪಿಸ್ಸಾ ನ ದಿನೊಕತೊ, ತೊನ ಮ ದೆಖುಚು. "
406,"ತು ಮನ ಮಿಠಾಯಿ ನ ದಿನೊ ಕತೊ, ಮ ರೊವುಚು."
407,ತು ಮಾರೊಕತೊ ಮ ರೋವುಚು
408,"ತು ವೊನ ಚಾಕುತಿ ಮಾರೊತೊ, ತು ಜೈಲೆನ ಜಾಯೆಚಿ"
409,ಹಳೆ ಕಾಲೆಮಾಯಿ ಜಾಡೆರ ಪಾಲೆ ಪರ ಲಕತೆತೆ
410,ಅಬೆ ಪಾಣಿ ಪಾಣಿ ಪಡರೊಚ ಕಾಯಿ ?
411,ಸೇಬು ರಾತಡೊಚ ಕಾಯಿ ?
412,ಗರೆಮಾಯಿ ಅಂಗಾರ ಲಗರೊಚ ಕ ?
413,ವು ಜಾಗಾ ದೂರ ಚ ಕ ?
414,ವು ಜಾಗಾ ತಾರ ಗರೆರ ಕನ ಚ ಕ ?
415,ಪಾಣಿ ಪಡೆರ ಚಾಲು ವೆಗೊಚ
416,ಗರೆಮಾಯಿ ಛ ಜಕೊಣ ಗಣ ಇಷ್ಟಾ ವಿ
417,ಆಂಗಳಿರ ನಕ್ಕ ಉಕಡಿ ಕತೊ ಗಣ ಬ್ಯಾನಿ ವ
418,ಆಜ  ದಾಡೊ ಸ್ವಚ್ಛ ದಿಸರೊಚ
419,ಆಜ ಸ್ವಲ್ಪ ಶೀ ಚ
420,ವೊ ಜಾಡೆತಿ ಸ್ವಲ್ಪ ದೂರಚ
421,ಆಜ ಬರ್ಪ ಪಡರೊಚ
422,ಈ ನಾನಕ್ಯಾಸೊ ಗಾಯಾಚ
423,ಸಾಂಜ ಪಾಣಿ ಆವಜಿಂವ ವೆರೊಚ
424,ಈ ತಾರ ತಪ್ಪ ಕಾವ
425,ಈ ಎಕಜ ಗೇರಿ ಚ
426,ಅಬೆ ಪಾಣಿ ಪಡರೊಚ
427,ಅಬೆ ದೇವೆರ ಗುಡಿನ ಜಾಯೆರ ಸಮಯ ಚ
428,ಭಾರ ಗಣ ಶೀ ಚ
429,ಆಜೆರ ದಾಡೊ ಸ್ವಲ್ಪ ಗರಮ ಚ
430,ಆಜ ರಾತ ಪಾಣಿ ಪಡಬಹುದು
431,ಕಾಲೆನ ಭಾರಿ ಪಾಣಿ ಪಡೊ
432,ಘಣ ವರ್ಷ ಡರಗೆ ಜಿಂವ ವೇರಿಛ
433,ಬೀಜಾ ನಾಟೆನ ಎಕ ವಾರ ಛಾವ
434,ಏತಿ ಗಣ ಆಚೊ ಮಜಾ ಆಯಿ
435,ವು ಕಾ ಮನ ಲಬಾಡಿ ಕಿ ಕನ ಅರ್ಥಾ ಕರಲೆನ ಕಷ್ಟಾ ವಿ
436,ಖೇತೆಮಾಯಿ ನಾಗರ ಮಾರೆನ ಆಚೊ ವೇಳಾ ಚ
437,ಆಜ ರಾತ ಶೀ ಚ
438,ಎ ವಾಟೆನ ಜಾಯೆರ ಆಚೊ
439,ಗಪ್ ಬೆಸನ ಅರಾಮ ಲ
440,ಹೊಲಸ ವೆಮೆಲಿ ಜಕೊಣ ತಾಟೆನ ವೊತಜ ಮೇಲ
441,ಹೊಲಸ ವೆಮೆಲಿ ಜಕೊಣ ತಾಟೆನ ವೊತಜ ಮೇಲ
442,ಚಚ್ಯಾಬರ ಪೂಲ ತೊಡೆನ ಬಯಸಚ
443,ಮನ ಎಕ ಉನೆರ ಜಿಗಲಾ ಸಿಡನ ದ
444,"ಲಕ್ಷ್ಮಿ ಮಸ್ತ ಚ, ಆದರ ವೊರ ಸ್ವಭಾವ ಠೀಖ ಚೆನಿ"
445,ಅಚಾರ ಕರೆನ ಅಂಬಾ ಸುಖಾವೊ
446,ಆಪಣ ಬೇಸನ ವಾತೆ ಕರಾ
447,ಆಪಣ ಪಿಸ್ಸಾನ ವೆಟಲಾ
448,ಆಪಣ ರೋಗೆನ ಕಿಂವ ಕಡಿಮೆ ಕರನು ಕಜೆರ ವಿಚಾರ ಕರಾ
449,ಚಾಲೊ ಆಪಣ ತಳಾಯೆರ ಕನ ಜಾಮಾ
450,ಆಪಣ ಸೆ ಬಳನ ಸ್ವಲ್ಪ ದೂರೆತಕಾ ಚಾಲಾ
451,ವಾಗ ಜಾಡೆರ ಪಾಲೆಯಂದುಮ ಗಪ್ ವೆಗೊ
452,ವಾಗ ಏಕ ಕ್ರುರ ಪ್ರಾಣಿ
453,ವೊತ ಲಾಂಬೊ ಬಂಬು ಪಡೊತೊ
454,ವೊ ಪರ್ವತೆನ ದೆಖ
455,ಆಕಾಶೆನ ದೆಖ
456,ವೊ ಕಾಳೆ ಮಾಡೆಬ ದೆಖ
457,ಮಾಣಸ ಬದಕೆರೊ ಏಕಜ ಹಪ್ತಿ
458,ಮನೊಜ ಅಂಬಾ ಕಾಟೊಜನಾ ವೊರ ಆಂಗಳಿನ ಕಾಟಲಿದೊ
459,ಗಣ ಮಾಚಳಿ ಮಿಟೊ ಪಾಣಿಮಾಯಿ ಬಚೆನಿ
460,"ಗಣ ಚಚ್ಯಾಬರ, ಅಂದುರ ಮಾಬಾಪ ಸಮಾಮೆಲೆಚ."
461,ಗಣ ಮಾಣಸ ವೊ ಜಾಗಾಪರ ಬಳಮೆಲೆಚ
462,ಮಾಮಾ ಗಣ ಟೈಮೆತಕಾ ಜಾಡೆದಾಯಿ ಹುಬೊತೊ
463,ಮ ನಂದಿರ ಕನ ಜಾವು ಕ ?
464,ಹಮ್ಮ ಮಾಯಿ ಆಬಹುದು ಕ ?
465,ಬೊಟಿ ಸಾವಕಾಸ ಸಿಜ ಚ
466,ಬೊಟಿನ ಚಾಬೆರೊ ಕಷ್ಟಾ
467,"ಮೀನಾ, ವೊರ ಪರಿವಾರೇಮ ಪಾಂಚನೆ ಬೆಟಿ ಚ"
468,ಮೀನಾ ಪುಟೊ ಸಿದಾ ಕರನ ಬೇಟಿ ಚ
469,ಮೀನಾ ಆಚ ಗೊಣ್ಣಿ ಚ
470,ಮೀನಾ ಅತಜ ರಚ
471,"ಮಂತ್ರಿ ಭ್ರಷ್ಟ ಚ, ಆದ್ರ ಸರಪಂಚ ಭ್ರಷ್ಟ ಚೆನಿ."
472,ಮೋಹನ ಚೊರೇರ ಗದಡಿಜ ತೊಡನಾಕೊಚ
473,ಮೋಹನೆರ ಧಾಯಿ ಎಕ ಸೈಕಲ್ ಚ
474,ಮೋಹನೆರ ಬೆಟಿ ತೊನ ಬಲಾಯೆನ ಆಯೆಚ
475,ಗಣ ಮಾಣಸು ಧಾಯಿ ಬದಕೆನ ನಾನಕ್ಯ ಘರ ಚ
476,ಯಾಡಿ ಹಮೆನ ಬಾಂಡ ಜಕೊಣ ಇಷ್ಟಾ ವೇನಿ
477,ಮಾ ಬೆಟಾನ ದೂದ ಪರಾಯಿ
478,ಯಾಡಿ ಸೆನಜ ಎಕ ಎಕ ಲಾಡು ದಿನಿ
479,ಯಾಡಿ ಗಣ ಆಚ ಚ
480,ಯಾಡಿ ಮಾತೆಮಾಯಿ ಪೂಲ ಗಾಲೆನ ಇಷ್ಟಾ ಪಡಚ
481,ಮಾ ನರ್ಸೆನಜ ಪಾಪುನ ದುದ ಪರಾಯೆನ ಕಿ
482,ಯಾಡಿನ ಬರೆ ಕಿರಾಣಿ ಸೆಮಾನ ಚಾರೆಚ
483,ಯಾಡಿ ಮನ ಎಕ ಆಚ ಫ್ರಾಕ್ ಸಿಡಿ ಚ
484,ಮಾ ಬೆಟಿ ಸಾರು ಅಡಗಿ ಕಿದಿಚ
485,ಯಾಡಿ ಅಬೆ ಅಡಗಿ ಕರಚ
486,ಮಾರ ಪುಪಿ ಲಕಡಿರ ಛೆಂಡಿ ದಿಟಿ
487,ಮಾರ ಭಾಯಿ ಎಕ ಮೊಟೊ ಮಾಣಸವೆನ ಬೆಳದೊ
488,ಮಾರ ಸೆಮಾನ ಸೆ ಬಿಜಾ ಮೆಲೆ ಚ
489,ಮಾರ ಬೆಟಿನ ವಿಸ್ಸನ ಪಾಂಚ ವರಸ ವೇಗೆ
490,ಮಾರ ಬಾಪ ಏನ ಸಹಿಸೆನಿ
491,ಮಾರ ಬಾಪ ಏ ಪರ್ನಿಚರೆನ ಇಷ್ಟಾ ಪಡೊಕೊನಿ
492,ಮಂಗಾಳೆರ ಮಾಕಿ ಕಾಟಿಜೆಪರ ಮಾರ ಆಂಗಳಿ ಸುಜಗಿ
493,ಮಾರ ದೊಸ್ತೆ ಧಾಯಿ ಪಾಳಮೆಲೆ ಜಕೊಣ ಕುತರಾ ಚ
494,ಮಾರ ದಾದಾ ಬಾಟಿ ಸಾವಕಾಸ ಖಾದೊ
495,ಮಾರ ಜಾಬಡಿ ಸುಜಮೇಲಿ ಚ
496,ಖೆತಮಾಯಿ ಕಾಮ ಕೆದೊಜನಾ ಮಾರ ಹಾತ ಹೊಲಸ ವೆಗೆಚ
497,ಮಾರ ಕುಕಡಿ ಇಂಡಾ ಮೇಲಮೆಲಿಚ
498,ಮಾರ ಟಾಂಗೆನ ಪೆಟ್ಟ ವೇಗಿಚ
499,ಮಾರ ಮಾ ಅಂಗಾರ ಲಗಾಡೆನ ವಾಸಳಿರ ಲಕಡಿತಿ ಪುಕಾರಿಚ
500,ಮರಾಡಿಧಾಯಿ ತಿನ ಜೋಡ ಬಳಿ ಚ
501,ಮರಾಡಿ ಗೊಲ ಆಕಾರೆರ ಬಾಟಿ ಕರಚ   
502,ಮರಾಡಿ ಕೆನಿಬಿ ನೊವ ಕರೆನಿ
503,ಮರಾಡಿರ ಪೆಟ ಅರಾಮ ಚೆನಿಜೆತಿ ಪೆಟ ಆಪರಗೊಚ
504,ಮಿಟೊ ದೇಖನ ಮಾರ ಮುಂಡೆಮಾಯಿ ಪಾಣಿ ಡರಗ್ಯಾಯೊ
505,ಮಾರ ಮುಂಡೊ ಸುಖಾಗೊಚ
506,ಮಾರ ಮಾಬಾಪ ಮನ ಘರೆಮ ರಜಿಂವ ಕಿದೆ
507,ಮಾರ ಜಿಗಲಾ ಆಜಿ ಸುಖಾಂಯೊ ಕೊಂತಿ
508,ಮಾರ ಜಿಗಲಾ ವೊರ ಜಿಗಲಾತಿ ದೊಳೂ ಚ
509,ಮಾರ ಭೆನ ಚಾಲಚನ ಆಜಿ ಬಡಕಬಹುದು
510,ಮಾರ ಭೆನ ಸೈಕಲ್‌ ಮಾರೆನ ಚಮಕಚ
511,ಮಾರ ಭೆನ ಗೀದ ಗಿದಗಾವಚ
512,ಕಾಲೆನ ರಾತ ಗಣೊ ಪಾಣಿ ಪಡೊ ಕೆನ ಮಾರ ಭೆನ ಕಿ ಮನ
513,ಮಾರ ಜಿವ ಖಜಾರೊಚ
514,ಮಾರ ಕಾಕಾ ಶಾಲಿರ ಕನಜ ರಚ
515,ಮಾರ ಕಾಕಾ ಚಾಬರೊ ಜಕೊಣ ತಮಾಕುನ ತುಕನಾಕೊ
516,ಮಾರ ಭೆನ ಜಾಡೆಪರತಿ ವಚಕಳನ ಜಮಿಪರ ಪಡಗಿಚ
517,ಪಾಣಿ ಪಡೊವ ಕೆನ ಮಾರ ನಾನಕಿ ಭೆನ ಕಿ ಮನ
518,ಮರಾಡಿ ಆಯಿ ಕೊನಿ ಅನ ಮಾರ ಭೆನ ಬಿ ಆಯಿ ಕೊನಿ
519,ನೀಶಾನ ಚಾರ ಬೆರ್ರಿ ಹಣ್ಣ ಚಾವ
520,ಅಬೆ ಕೊಯಿ ಮರೆನಿ ಲ
521,ರೂಮೆಮಾಯಿ ಕೊಯಿ ಜಾಯೆನಿ ಲ
522,ಘರೆಮಾಯಿ ಕೊಯಿ ಛೆನಿ
523,ಚಂದಾನ ಕೊಯಿ ಖರಿದಿ ಕರೆರ ವೇನಿ
524,ತೆಲ ಪಾಣಿಪರ ತೇಲ ಚ
525,ಡಾವ ಡೊಕರಾ ಬಗರ ಲಕಡಿರ ಚಾಲೆನಿ
526,ಡೊಕರಾರ ಡಾಡಿ ಗಣ ಮೊಟಿಚ
527,ಸೆ ಚಚ್ಯಾಬರೆರ ವಿರುದ್ಧ ಎಕಜ ಚೋರಿ ಧೈರ್ಯಾತಿ ಹುಬರಿ
528,ಸ್ವಲ್ಪಜ ಮಾಣಸ ಬಳೆ
529,ಸ್ವಲ್ಪ ಪ್ರಾಣಿಯೊ ರಾತ ದಿಸಚ
530,ಭಾರ ಜಾಯೆನ ಸ್ವಲ್ಪ ಖಾಣೊ ಬಂದಾಲೊ
531,ಪಾಲಿನ ಹರ್ದೆಕಡಮಿ ರಚ
532,ಕಾಗದೆನ ಅಂಗಾರ ಜಲ್ದಿ ಲಗಚ
533,ನುಣೆನ ಆಂಗ ದತೊ
534,ದಾದಾ ಭಾರ ಹಿಂಡೆನ ಜಾಮೆಲೊಚ
535,ಅತೆರ ಮಾಣಸ ಗಣ ಆಚ ಹೃದಯವಂತ ಚ
536,ಅತೆರ ಮಾಣಸ ಪ್ರಾಣಿಯಂದುನ ಪ್ರೀತಿ ಕರಚ
537,ಲೋಕ ದೇವರ ಗುಡಿರ ಕಟ್ಟಿ ಪರ ಪುಲ ಮೆಲಚ
538,ವೊತ ಸೆ ಲೋಕ ಪೂಜಾ ಕರೆನ ಜಾವಚ
539,ಲೋಕ ತಾರ ತಾಂಡೆರ ಬಗ್ಗೆ ಪುಚಚ
540,ಪುಲ್ವಾಂತ ಚಲಕೊಡಿ ಖಾಂವಜಿಂವ ಖಾವಚ
541,ಬುಕೆನ ಪಾಡನ ಟೇಬಲೆಪರ ಮೆಲ
542,ದಯವಿಟ್ಟು ಏಕ ಉನೆರ ಜಿಗಲಾ ಸಿಡನ ದ ಮನ
543,ದಯವಿಟ್ಟು ತಾರಸಾರು ತು ಏಕ ಉನೆರ ಜಿಗಲಾ ಸಿಡಲ
544,ಕಡ್ಡಿತಿ ಮನ ಬಂಜೊಡ
545,ಪ್ರೇಮಲತಾ ಡಾಕ್ಟರ ವೆ ಸಾರು ಗಣ ಕಷ್ಟಾ ಪಡಿಚ
546,ವೊನ ಧಖಲನ ಕಾಡ
547,ಬುರ ಲಟ್ಟಾನ ಬಾರ ಕಾಡ
548,ಬಟನೆನ ದಾಬ
549,ಗಾಡಿನ ಧಖಲ
550,ಪುಸ್ಪಾ ಬಸ್ಸೆಮಾಯಿ ಅಂಬಾ ಖಾದಿ
551,ಪುಸ್ಪಾ ದಾಡಿ ಸುಕಾಮೆಲೆ ಜಕೊಣ ಪಾಲೆನ ಗೊಳಾ ಕರತಿತಿ
552,ಪುಸ್ಪಾ ಸಹಾಯ ಕರಚ ಆದರ ರೇಷ್ಮಾ ಕರೆನಿ
553,ಕೀಟಲಿ ಅಂಗಾರೆಪರ ಮೆಲ
554,ತಾರ ಹಾಥ ಜಾಡೆರ ಚೊಡಕಿರ ಲಾರ ಗಾಲ
555,ಪಾಣಿ ಗಣೊ ಪಡೊಚ
556,ಮಾಳಗಿ ಪರೆತಿ ಪಾಣಿ ಹವದ್ಯಾಮ ಪಡರೊತೊ
557,ರಾಕೇಶರ ಖೆತೆಮಾಯಿ ಪಾಂಚ ಅಂಬಾರ ಜಾಡ ದಿಸಾಯೆ
558,ರಾಕೇಶ ವೊನ ಲಕಡಿತಿ ಮಾರೊಚ
559,ರಾಜೀವ ಗಾಂಧಿನ ಬಾಂಬ್ ಗಾಲನ ಮಾರೆಚ
560,ರಾಮನ ಸಿತಾ ದೊಯಿ ಬಳನ ಜಾತರಾ ದೇಖೆನ ಗೆಚ
